adsh	cik	name	sic	countryba	stprba	cityba	zipba	bas1	bas2	baph	countryma	stprma	cityma	zipma	mas1	mas2	countryinc	stprinc	ein	former	changed	afs	wksi	fye	form	period	fy	fp	filed	accepted	prevrpt	detail	instance	nciks	aciks
0001564590-20-005071	1031203	GROUP 1 AUTOMOTIVE INC	5500	US	TX	HOUSTON	77024	800 GESSNER	SUITE 500	713-647-5700	US	TX	HOUSTON	77024	800 GESSNER	SUITE 500	US	DE	760506313			1-LAF	0	1231	8-K	20200131			20200218	2020-02-18 17:22:00.0	0	0	gpi-8k_20200214_htm.xml	1	
0001571996-20-000005	1571996	DELL TECHNOLOGIES INC.	3571	US	TX	ROUND ROCK	78682	ONE DELL WAY		800-289-3355	US	TX	ROUND ROCK	78682	ONE DELL WAY		US	DE	800890963	DELL TECHNOLOGIES INC	20160825	1-LAF	0	0131	8-K	20200229			20200218	2020-02-18 16:11:00.0	0	0	a8-kforfeb172020_htm.xml	1	
0001573516-20-000007	1573516	MURPHY USA INC.	5500	US	AR	EL DORADO	71730-5836	200 PEACH STREET		(870) 875-7600	US	AR	EL DORADO	71730-5836	200 PEACH STREET		US	DE	462279221			1-LAF	1	1231	10-K	20191231	2019	FY	20200218	2020-02-18 16:37:00.0	0	1	musa1231201910-kdoc_htm.xml	1	
0001579241-20-000010	1579241	ALLEGION PLC	7381	IE		DUBLIN 2	00000	BLOCK D IVEAGH COURT	HARCOURT ROAD	(317) 810-3700	US	IN	CARMEL	46032	C/O SCHLAGE LOCK COMPANY, LLC	11819 N. PENNSYLVANIA STREET	IE		981108930			1-LAF	0	1231	8-K	20200229			20200218	2020-02-18 06:06:00.0	0	0	a8-kdatedfebruary182020_htm.xml	1	
0001579241-20-000013	1579241	ALLEGION PLC	7381	IE		DUBLIN 2	00000	BLOCK D IVEAGH COURT	HARCOURT ROAD	(317) 810-3700	US	IN	CARMEL	46032	C/O SCHLAGE LOCK COMPANY, LLC	11819 N. PENNSYLVANIA STREET	IE		981108930			1-LAF	1	1231	10-K	20191231	2019	FY	20200218	2020-02-18 06:29:00.0	0	1	alle10k12312019doc_htm.xml	1	
0001601712-20-000043	1601712	SYNCHRONY FINANCIAL	6199	US	CT	STAMFORD	06902-1250	777 LONG RIDGE ROAD		203 585-6730	US	CT	STAMFORD	06902-1250	777 LONG RIDGE ROAD		US	NY	510483352			1-LAF	0	1231	8-K	20200229			20200218	2020-02-18 06:30:00.0	0	0	a8-kjanuary202021820mo_htm.xml	1	
0001602065-20-000009	1602065	VIPER ENERGY PARTNERS LP	1311	US	TX	MIDLAND	79701	500 WEST TEXAS AVENUE	SUITE 1200	432-221-7400	US	TX	MIDLAND	79701	500 WEST TEXAS AVENUE	SUITE 1200	US	DE	465001985			1-LAF	1	1231	10-K	20191231	2019	FY	20200218	2020-02-18 17:22:00.0	0	1	viper201910-k_htm.xml	1	
0001603145-20-000006	1603145	NEXTERA ENERGY PARTNERS, LP	4911	US	FL	JUNO BEACH	33408	700 UNIVERSE BOULEVARD		561-694-4000	US	FL	JUNO BEACH	33408	700 UNIVERSE BOULEVARD				300818558			1-LAF	1	1231	10-K	20191231	2019	FY	20200218	2020-02-18 16:38:00.0	0	1	nep-12312019x10k_htm.xml	1	
0001604665-20-000003	1604665	WESTLAKE CHEMICAL PARTNERS LP	2860	US	TX	HOUSTON	77056	2801 POST OAK BOULEVARD	SUITE 600	(713) 960-9111	US	TX	HOUSTON	77056	2801 POST OAK BOULEVARD	SUITE 600	US	DE	320436529			2-ACC	0	1231	8-K	20200229			20200218	2020-02-18 07:46:00.0	0	0	a191231wlkp8k_htm.xml	1	
0001607062-20-000047	1059784	GENEREX BIOTECHNOLOGY CORP	2834	US	FL	MIRAMAR	33025	10102 USA TODAY WAY		416-364-2551	US	FL	MIRAMAR	33025	10102 USA TODAY WAY		US	DE	820490211			4-NON	0	0731	S-1	20191031			20200218	2020-02-18 14:12:00.0	0	1	gnbt-20191031.xml	1	
0001613103-20-000002	1613103	MEDTRONIC PLC	3845	IE		DUBLIN	2	20 ON HATCH, LOWER HATCH STREET		01135314381700	IE		DUBLIN	2	20 ON HATCH, LOWER HATCH STREET				000000000	MEDTRONIC LTD	20150112	1-LAF	0	0430	8-K	20200229			20200218	2020-02-18 06:48:00.0	0	0	mdt-20200218_htm.xml	1	
0001617351-20-000008	1617351	LEPOTA INC	5122	US	NV	LAS VEGAS	89108	5348 VEGAS DR.		(7)918-553-9095	US	NV	LAS VEGAS	89108	5348 VEGAS DR.		US	NV	471549749			4-NON	0	0731	10-Q	20200131	2020	Q2	20200218	2020-02-18 10:24:00.0	0	1	none-20200131.xml	1	
0001628280-20-001625	1289490	EXTRA SPACE STORAGE INC.	6798	US	UT	SALT LAKE CITY	84121	2795 COTTONWOOD PARKWAY, SUITE 400		801-562-5556	US	UT	SALT LAKE CITY	84121	2795 COTTONWOOD PARKWAY, SUITE 400		US	MD	201076777			1-LAF	0	1231	8-K	20200131			20200218	2020-02-14 19:27:00.0	0	0	a8knewboardmember_htm.xml	1	
0001628280-20-001627	1670592	YETI HOLDINGS, INC.	3949	US	TX	AUSTIN	78735	7601 SOUTHWEST PARKWAY		(512) 394-9384	US	TX	AUSTIN	78735	7601 SOUTHWEST PARKWAY		US	DE	455297111			1-LAF	1	1231	10-K	20191231	2019	FY	20200218	2020-02-18 06:06:00.0	0	1	yeti-20191228_htm.xml	1	
0001628280-20-001631	835011	MGP INGREDIENTS INC	5180	US	KS	ATCHISON	66002	1300 MAIN ST		9133671480	US	KS	ATCHISON	66002	1300 MAIN STREET		US	KS	480531200	MIDWEST GRAIN PRODUCTS INC	19920703	1-LAF	0	1231	8-K	20200131			20200218	2020-02-18 08:33:00.0	0	0	mgpi-20200212_htm.xml	1	
0001628280-20-001676	1773383	DYNATRACE, INC.	7372	US	MA	WALTHAM	02451	1601 TRAPELO ROAD, SUITE 116		781-530-1000	US	MA	WALTHAM	02451	1601 TRAPELO ROAD, SUITE 116				000000000	DYNATRACE HOLDINGS LLC	20190410	4-NON	0	0331	S-1	20191231			20200218	2020-02-18 16:12:00.0	0	1	s-1dynatracefebruary20_htm.xml	1	
0001628280-20-001678	1289490	EXTRA SPACE STORAGE INC.	6798	US	UT	SALT LAKE CITY	84121	2795 COTTONWOOD PARKWAY, SUITE 400		801-562-5556	US	UT	SALT LAKE CITY	84121	2795 COTTONWOOD PARKWAY, SUITE 400		US	MD	201076777			1-LAF	0	1231	8-K	20200229			20200218	2020-02-18 16:17:00.0	0	0	q420198kearningsrelease_htm.xml	1	
0001628280-20-001686	896429	USA TECHNOLOGIES INC	3578	US	PA	MALVERN	19355	100 DEERFIELD LANE	SUITE 300	6109890340	US	PA	MALVERN	19355	100 DEERFIELD LANE	SUITE 300	US	PA	232679963	USA ENTERTAINMENT CENTER INC	19931029	2-ACC	0	0630	10-Q/A	20190930	2020	Q1	20200218	2020-02-18 16:44:00.0	0	1	usat-20190930.xml	1	
0001628280-20-001698	896429	USA TECHNOLOGIES INC	3578	US	PA	MALVERN	19355	100 DEERFIELD LANE	SUITE 300	6109890340	US	PA	MALVERN	19355	100 DEERFIELD LANE	SUITE 300	US	PA	232679963	USA ENTERTAINMENT CENTER INC	19931029	2-ACC	0	0630	10-Q	20191231	2020	Q2	20200218	2020-02-18 16:51:00.0	0	1	usat-20191231.xml	1	
0001628280-20-001735	1599947	TERRAFORM POWER, INC.	4911	US	NY	NEW YORK	10281	200 LIBERTY STREET	14TH FLOOR	646-992-2400	US	NY	NEW YORK	10281	200 LIBERTY STREET	14TH FLOOR	US	DE	464780940	SUNEDISON YIELDCO, INC.	20140212	1-LAF	0	1231	8-K	20200131			20200218	2020-02-18 17:29:00.0	0	0	terp8-kpradoacquisition_htm.xml	1	
0001641991-20-000004	1641991	SPX FLOW, INC.	3540	US	NC	CHARLOTTE	28277	13320 BALLANTYNE CORPORATE PLACE		(704) 752 4400	US	NC	CHARLOTTE	28277	13320 BALLANTYNE CORPORATE PLACE		US	DE	473110748	SPX FLOW, INC.	20150511	1-LAF	1	1231	10-K	20191231	2019	FY	20200218	2020-02-18 06:29:00.0	0	1	spxf-20191231_htm.xml	1	
0001648416-20-000022	1648416	FERRARI N.V.	3711	IT		MARANELLO	I-41053	VIA ABETONE INFERIORE N. 4		00390536949111	IT		MARANELLO	I-41053	VIA ABETONE INFERIORE N. 4		NL		000000000	NEW BUSINESS NETHERLANDS N.V.	20150717	1-LAF	1	1231	20-F	20191231	2019	FY	20200218	2020-02-18 13:52:00.0	0	1	race-20191231.xml	1	
0001651235-20-000021	1651235	ACACIA COMMUNICATIONS, INC.	3674	US	MA	MAYNARD	01754	THREE MILL AND MAIN PLACE	SUITE 400	978-938-4896	US	MA	MAYNARD	01754	THREE MILL AND MAIN PLACE	SUITE 400	US	DE	270291921			1-LAF	0	1231	8-K	20200229			20200218	2020-02-18 16:03:00.0	0	0	aciaq42019earningsrele_htm.xml	1	
0001651235-20-000022	1651235	ACACIA COMMUNICATIONS, INC.	3674	US	MA	MAYNARD	01754	THREE MILL AND MAIN PLACE	SUITE 400	978-938-4896	US	MA	MAYNARD	01754	THREE MILL AND MAIN PLACE	SUITE 400	US	DE	270291921			1-LAF	1	1231	10-K	20191231	2019	FY	20200218	2020-02-18 16:07:00.0	0	1	aciaq4201910k_htm.xml	1	
0001663577-20-000040	1304741	CANNAGISTICS INC.	1000	CA	ON	MISSISSAUGA	L4Z 1R6	2480 STANFIELD RD.	UNIT B	631-676-7230	CA	ON	MISSISSAUGA	L4Z 1R6	2480 STANFIELD RD.	UNIT B	US	NV	000000000	PRECIOUS INVESTMENTS, INC.	20150731	4-NON	0	0731	10-Q	20191031	2020	Q1	20200218	2020-02-18 15:02:00.0	0	1	cngt-20191031.xml	1	
0001674335-20-000026	1674335	JELD-WEN HOLDING, INC.	2430	US	NC	CHARLOTTE	28273	2645 SILVER CRESCENT DRIVE		704-378-5700	US	NC	CHARLOTTE	28273	2645 SILVER CRESCENT DRIVE		US	DE	931273278			1-LAF	0	1231	8-K	20200229			20200218	2020-02-18 06:05:00.0	0	0	q42019jeld-wen8xk_htm.xml	1	
0001675820-20-000005	1675820	TIVO CORP	6794	US	CA	SAN JOSE	95002	2160 GOLD STREET		408-519-9100	US	CA	SAN JOSE	95002	2160 GOLD STREET		US	CA	611793262	TITAN TECHNOLOGIES CORP	20160527	1-LAF	0	1231	8-K	20200229			20200218	2020-02-18 16:14:00.0	0	0	a8-kx123119earningsrel_htm.xml	1	
0001675820-20-000006	1675820	TIVO CORP	6794	US	CA	SAN JOSE	95002	2160 GOLD STREET		408-519-9100	US	CA	SAN JOSE	95002	2160 GOLD STREET		US	CA	611793262	TITAN TECHNOLOGIES CORP	20160527	1-LAF	1	1231	10-K	20191231	2019	FY	20200218	2020-02-18 16:21:00.0	0	1	tivocorp12311910-k_htm.xml	1	
0001681622-20-000005	1681622	VAREX IMAGING CORP	3679	US	UT	SALT LAKE CITY	84104	1678 S. PIONEER ROAD		801-972-5000	US	UT	SALT LAKE CITY	84104	1678 S. PIONEER ROAD		US	DE	813434516			1-LAF	0	0930	10-Q	20191231	2020	Q1	20200218	2020-02-18 16:05:00.0	0	1	varex10q2020q1_htm.xml	1	
0001687229-20-000002	1687229	INVITATION HOMES INC.	6510	US	TX	DALLAS	75201	1717 MAIN STREET, SUITE 2000		(972) 421-3600	US	TX	DALLAS	75201	1717 MAIN STREET, SUITE 2000		US	TX	814080868			1-LAF	0	1231	8-K	20200229			20200218	2020-02-18 16:26:00.0	1	0	a8-k021820q4earningsre_htm.xml	1	
0001721868-20-000083	1096950	MEDTAINER, INC.	3080	US	CA	CORONA	92880	1620 #A COMMERCE STREET		661-510-0978	US	CA	CORONA	92880	1620 #A COMMERCE STREET				650207200	ACOLOGY INC.	20141009	4-NON	0	1231	10-Q	20190331	2019	Q1	20200218	2020-02-18 07:55:00.0	0	1	mdtr-20190331.xml	1	
0001748773-20-000003	1748773	RATTLER MIDSTREAM LP	4922	US	TX	MIDLAND	79701	500 WEST TEXAS AVENUE	SUITE 1200	4322217400	US	TX	MIDLAND	79701	500 WEST TEXAS AVENUE	SUITE 1200	US	DE	831404608	RATTLER MIDSTREAM PARTNERS LP	20180801	4-NON	0	1231	8-K	20200229			20200218	2020-02-18 16:33:00.0	0	0	rattler8-kx2x18x20_htm.xml	1	
0001760717-20-000005	1760717	SCIPLAY CORP	7374	US	NV	LAS VEGAS	89119	6601 BERMUDA ROAD		(702) 897-7150	US	NV	LAS VEGAS	89119	6601 BERMUDA ROAD		US	NV	832692460	SG SOCIAL GAMES CORP	20181204	4-NON	0	1231	10-K	20191231	2019	FY	20200218	2020-02-18 17:13:00.0	0	1	scpl1231201910-kxbrl_htm.xml	1	
0000006201-20-000023	6201	AMERICAN AIRLINES GROUP INC.	4512	US	TX	FORT WORTH	76155	1 SKYVIEW DRIVE		8179631234	US	TX	FORT WORTH	76155	1 SKYVIEW DRIVE		US	DE	751825172	AMR CORP	19920703	1-LAF	1	1231	10-K	20191231	2019	FY	20200219	2020-02-19 07:32:00.0	0	1	a10k123119_htm.xml	2	4515
0000006281-20-000012	6281	ANALOG DEVICES INC	3674	US	MA	NORWOOD	02062	ONE TECHNOLOGY WAY		7813294700	US	MA	NORWOOD	02062	ONE TECHNOLOGY WAY		US	MA	042348234			1-LAF	0	1031	8-K	20200229			20200219	2020-02-19 08:04:00.0	0	0	adi-20200218_htm.xml	1	
0000006281-20-000013	6281	ANALOG DEVICES INC	3674	US	MA	NORWOOD	02062	ONE TECHNOLOGY WAY		7813294700	US	MA	NORWOOD	02062	ONE TECHNOLOGY WAY		US	MA	042348234			1-LAF	0	1031	10-Q	20200131	2020	Q1	20200219	2020-02-19 08:50:00.0	0	1	adi-20200201_htm.xml	1	
0000018230-20-000056	18230	CATERPILLAR INC	3531	US	IL	DEERFIELD	60015	510 LAKE COOK ROAD	SUITE 100	2245514000	US	IL	DEERFIELD	60015	510 LAKE COOK ROAD	SUITE 100	US	DE	370602744	CATERPILLAR TRACTOR CO	19860623	1-LAF	1	1231	10-K	20191231	2019	FY	20200219	2020-02-19 14:13:00.0	0	1	cat10-k12312019_htm.xml	1	
0000036047-20-000004	36047	CORELOGIC, INC.	7374	US	CA	IRVINE	92618	40 PACIFICA	SUITE 900	(949) 214-1000	US	CA	IRVINE	92618	40 PACIFICA	SUITE 900	US	DE	951068610	FIRST AMERICAN CORP	20020628	1-LAF	0	1231	8-K	20200229			20200219	2020-02-19 16:27:00.0	0	0	a8-kearningsguidance20_htm.xml	1	
0000040211-20-000017	40211	GATX CORP	4700	US	IL	CHICAGO	60606-7147	233 SOUTH WACKER DRIVE		3126216200	US	IL	CHICAGO	60606-7147	233 SOUTH WACKER DRIVE		US	NY	361124040	GENERAL AMERICAN TRANSPORTATION CORP	19750722	1-LAF	1	1231	10-K	20191231	2019	FY	20200219	2020-02-19 17:05:00.0	0	1	gatx20191231-10k_htm.xml	1	
0000040888-20-000003	40888	AEROJET ROCKETDYNE HOLDINGS, INC.	3760	US	CA	EL SEGUNDO	90245	222 N. PACIFIC COAST HIGHWAY	SUITE 500	(310) 252-8100	US	CA	EL SEGUNDO	90245	222 N. PACIFIC COAST HIGHWAY	SUITE 500	US	DE	340244000	GENCORP INC	19920703	1-LAF	1	1231	10-K	20191231	2019	FY	20200219	2020-02-19 16:34:00.0	0	1	ajrd201910-k_htm.xml	1	
0000040987-20-000007	40987	GENUINE PARTS CO	5013	US	GA	ATLANTA	30339	2999 WILDWOOD PARKWAY		6789345000	US	GA	ATLANTA	30339	2999 WILDWOOD PARKWAY		US	GA	580254510			1-LAF	0	1231	8-K	20200229			20200219	2020-02-19 09:34:00.0	0	0	a8-kcoverxq42019earnin_htm.xml	1	
0000051434-20-000011	51434	INTERNATIONAL PAPER CO /NEW/	2621	US	TN	MEMPHIS	38197	6400 POPLAR AVENUE		901-419-7000	US	TN	MEMPHIS	38197	6400 POPLAR AVENUE		US	NY	130872805	INTERNATIONAL PAPER & POWER CORP	19710527	1-LAF	1	1231	10-K	20191231	2019	FY	20200219	2020-02-19 14:45:00.0	0	1	a10-k123119_htm.xml	1	
0000059478-20-000057	59478	ELI LILLY & CO	2834	US	IN	INDIANAPOLIS	46285	LILLY CORPORATE CTR	DROP CODE 1094	3172762000	US	IN	INDIANAPOLIS	46285	LILLY CORPORATE CENTER	DROP CODE 1094	US	IN	350470950	LILLY ELI & CO	19941024	1-LAF	1	1231	10-K	20191231	2019	FY	20200219	2020-02-19 12:33:00.0	0	1	lly-20191231x10xk_htm.xml	1	
0000065984-20-000066	65984	ENTERGY CORP /DE/	4911	US	LA	NEW ORLEANS	70113	639 LOYOLA AVE		504-576-4000	US	LA	NEW ORLEANS	70161	PO BOX 61000		US	DE	721229752	ENTERGY CORP /FL/	19940329	1-LAF	0	1231	8-K	20200229			20200219	2020-02-19 10:13:00.0	0	0	a00220_htm.xml	7	66901 71508 1427437 202584 7323 1348952
0000070858-20-000011	70858	BANK OF AMERICA CORP /DE/	6021	US	NC	CHARLOTTE	28255	BANK OF AMERICA CORPORATE CENTER	100 N TRYON ST	7043868486	US	NC	CHARLOTTE	28255	BANK OF AMERICA CORPORATE CENTER	100 N TRYON ST	US	DE	560906609	BANKAMERICA CORP/DE/	19981022	1-LAF	0	1231	10-K	20191231	2019	FY	20200219	2020-02-19 16:18:00.0	0	1	bac-1231201910xk_htm.xml	1	
0000076063-20-000005	76063	PANHANDLE EASTERN PIPE LINE COMPANY, LP	4922	US	TX	DALLAS	75225	8111 WESTCHESTER		214-981-0700	US	TX	DALLAS	75225	8111 WESTCHESTER		US	DE	440382470	PANHANDLE EASTERN PIPE LINE CO LP	20040803	4-NON	0	1231	8-K	20200229			20200219	2020-02-19 16:31:00.0	0	0	pepl4q2019er8k_htm.xml	1	
0000076605-20-000041	76605	PATRICK INDUSTRIES INC	2430	US	IN	ELKHART	46515	107 WEST FRANKLIN STREET PO BOX 638		574-206-7515	US	IN	ELKHART	46515	107 WEST FRANKLIN STREET PO BOX 638		US	IN	351057796			1-LAF	0	1231	8-K	20200131			20200219	2020-02-19 16:47:00.0	0	0	patk2019-q4earnings8k_htm.xml	1	
0000080661-20-000004	80661	PROGRESSIVE CORP/OH/	6331	US	OH	MAYFIELD VILLAGE	44143	6300 WILSON MILLS RD		4404615000	US	OH	MAYFIELD VILLAGE	44143	6300 WILSON MILLS RD		US	OH	340963169			1-LAF	0	1231	8-K	20200229			20200219	2020-02-19 09:46:00.0	0	0	a8-kjanuary2020earning_htm.xml	1	
0000088121-20-000008	88121	SEABOARD CORP /DE/	6221	US	KS	SHAWNEE MISSION	66202	9000 W. 67TH STREET		9136768800	US	KS	SHAWNEE MISSION	66202	9000 W. 67TH STREET		US	DE	042260388	SEABOARD ALLIED MILLING CORP	19820328	1-LAF	0	1231	8-K	20200229			20200219	2020-02-19 16:10:00.0	1	0	seb-20200219x8k_htm.xml	1	
0000088121-20-000010	88121	SEABOARD CORP /DE/	6221	US	KS	SHAWNEE MISSION	66202	9000 W. 67TH STREET		9136768800	US	KS	SHAWNEE MISSION	66202	9000 W. 67TH STREET		US	DE	042260388	SEABOARD ALLIED MILLING CORP	19820328	1-LAF	0	1231	10-K	20191231	2019	FY	20200219	2020-02-19 16:26:00.0	0	1	seb-20191231x10k_htm.xml	1	
0000100493-20-000045	100493	TYSON FOODS, INC.	2015	US	AR	SPRINGDALE	72762-6999	2200 DON TYSON PARKWAY		479-290-4000	US	AR	SPRINGDALE	72765-2020	P O BOX 2020	P O BOX 2020	US	DE	710225165	TYSON FOODS INC	19920703	1-LAF	0	0930	8-K	20200131			20200219	2020-02-19 07:23:00.0	0	0	tsn20208k21920_htm.xml	1	
0000104894-20-000028	104894	WASHINGTON REAL ESTATE INVESTMENT TRUST	6798	US	DC	WASHINGTON	20006	1775 EYE STREET, NW	SUITE 1000	2027743200	US	DC	WASHINGTON	20006	1775 EYE STREET, NW	SUITE 1000	US	MD	530261100			1-LAF	1	1231	10-K	20191231	2019	FY	20200219	2020-02-18 21:51:00.0	1	1	wre10-kx12312019_htm.xml	1	
0000104894-20-000033	104894	WASHINGTON REAL ESTATE INVESTMENT TRUST	6798	US	DC	WASHINGTON	20006	1775 EYE STREET, NW	SUITE 1000	2027743200	US	DC	WASHINGTON	20006	1775 EYE STREET, NW	SUITE 1000	US	MD	530261100			1-LAF	0	1231	8-K	20200229			20200219	2020-02-19 16:17:00.0	0	0	a2019tax8-k_htm.xml	1	
0000107263-20-000002	107263	WILLIAMS COMPANIES, INC.	4922	US	OK	TULSA	74172	ONE WILLIAMS CTR		9185732000	US	OK	TULSA	74172	ONE WILLIAM CENTER		US	DE	730569878	WILLIAMS COMPANIES INC	19920703	1-LAF	0	1231	8-K	20200229			20200219	2020-02-19 16:30:00.0	0	0	wmb201912318ker_htm.xml	1	
0000107815-20-000080	783325	WEC ENERGY GROUP, INC.	4931	US	WI	MILWAUKEE	53201	231 W MICHIGAN ST	P O BOX 1331	414-221-2345	US	WI	MILWAUKEE	53201	231 WEST MICHIGAN STREET	P O BOX 1331	US	WI	391391525	WISCONSIN ENERGY CORP	19920703	1-LAF	0	1231	8-K	20200229			20200219	2020-02-19 16:17:00.0	0	0	wecenergygroupform8-k2_htm.xml	1	
0000215466-20-000030	215466	COEUR MINING, INC.	1040	US	IL	CHICAGO	60603	104 SOUTH MICHIGAN AVENUE	SUITE 900	312-489-5800	US	IL	CHICAGO	60603	104 SOUTH MICHIGAN AVENUE	SUITE 900	US	DE	820109423	COEUR D ALENE MINES CORP	19920703	1-LAF	0	1231	8-K	20200229			20200219	2020-02-19 16:36:00.0	0	0	a4q19earningsrelease8-k_htm.xml	1	
0000215466-20-000032	215466	COEUR MINING, INC.	1040	US	IL	CHICAGO	60603	104 SOUTH MICHIGAN AVENUE	SUITE 900	312-489-5800	US	IL	CHICAGO	60603	104 SOUTH MICHIGAN AVENUE	SUITE 900	US	DE	820109423	COEUR D ALENE MINES CORP	19920703	1-LAF	1	1231	10-K	20191231	2019	FY	20200219	2020-02-19 16:51:00.0	0	1	cde-12311910k_htm.xml	1	
0000703351-20-000012	703351	BRINKER INTERNATIONAL, INC	5812	US	TX	DALLAS	75019	3000 OLYMPUS BLVD.		9729809917	US	TX	DALLAS	75019	3000 OLYMPUS BLVD.		US	DE	751914582	BRINKER INTERNATIONAL INC	19920703	1-LAF	0	0630	8-K	20200131			20200219	2020-02-19 16:19:00.0	0	0	a8kmaggianosplan1_htm.xml	1	
0000720005-20-000015	720005	RAYMOND JAMES FINANCIAL INC	6211	US	FL	ST PETERSBURG	33716	880 CARILLON PKWY		727-567-1000	US	FL	ST. PETERSBURG	33716	880 CARILLON PKWY		US	FL	591517485	RJ FINANCIAL CORP/FL	19870303	1-LAF	0	0930	8-K	20200229			20200219	2020-02-19 16:49:00.0	0	0	a8-k02192020januaryopd_htm.xml	1	
0000723612-20-000008	723612	AVIS BUDGET GROUP, INC.	7510	US	NJ	PARSIPPANY	07054	6 SYLVAN WAY		973-496-4700	US	NJ	PARSIPPANY	07054	6 SYLVAN WAY		US	DE	060918165	CENDANT CORP	19971218	1-LAF	0	1231	8-K	20200229			20200219	2020-02-19 16:18:00.0	0	0	a8-kxfebruary20202019q4_htm.xml	1	
0000726728-20-000027	726728	REALTY INCOME CORP	6798	US	CA	SAN DIEGO	92130	11995 EL CAMINO REAL		8582845000	US	CA	SAN DIEGO	92130	11995 EL CAMINO REAL		US	MD	330580106			1-LAF	0	1231	8-K	20200229			20200219	2020-02-19 16:10:00.0	1	0	realtyincome8kq42019_htm.xml	1	
0000749251-20-000008	749251	GARTNER INC	8741	US	CT	STAMFORD	06904-2212	56 TOP GALLANT RD	P O BOX 10212	2039640096	US	CT	STAMFORD	06904-2212	56 TOP GALLANT RD	P O BOX 10212	US	DE	043099750	GARTNER GROUP INC	19930823	1-LAF	1	1231	10-K	20191231	2019	FY	20200219	2020-02-19 16:54:00.0	0	1	it-12312019x10k_htm.xml	1	
0000764180-20-000013	764180	ALTRIA GROUP, INC.	2111	US	VA	RICHMOND	23230	6601 WEST BROAD STREET		(804) 274-2200	US	VA	RICHMOND	23230	6601 WEST BROAD STREET		US	VA	133260245	ALTRIA GROUP INC	20030127	1-LAF	0	1231	8-K	20200229			20200219	2020-02-19 15:38:00.0	0	0	a2020form8-kcagny2020_htm.xml	1	
0000764764-20-000032	764764	CATERPILLAR FINANCIAL SERVICES CORP	6159	US	TN	NASHVILLE	37203	2120 WEST END AVE		6153411000	US	TN	NASHVILLE	37203	2120 WEST END AVENUE		US	DE	371105865			4-NON	1	1231	10-K	20191231	2019	FY	20200219	2020-02-19 14:19:00.0	0	1	cfsc-20191231.xml	1	
0000784199-20-000019	784199	CRYOLIFE INC	3841	US	GA	KENNESAW	30144	1655 ROBERTS BOULEVARD N W		7704193355	US	GA	KENNESAW	30144	1655 ROBERTS BOULEVARD N W		US	FL	592417093			1-LAF	1	1231	10-K	20191231	2019	FY	20200219	2020-02-19 11:25:00.0	0	1	cry-20191231x10k_htm.xml	1	
0000793952-20-000008	793952	HARLEY-DAVIDSON, INC.	3751	US	WI	MILWAUKEE	53208	3700 W JUNEAU AVE		414-343-8553	US	WI	MILWAUKEE	53208	3700 W. JUNEAU AVE		US	WI	391382325	HARLEY DAVIDSON INC	19920703	1-LAF	1	1231	10-K	20191231	2019	FY	20200219	2020-02-19 13:09:00.0	0	1	hog10-k12x31x2019_htm.xml	1	
0000804753-20-000010	804753	CERNER CORP	7373	US	MO	KANSAS CITY	64117	2800 ROCKCREEK PKWY, W0162	ATTN: MARC NAUGHTON	8162211024	US	MO	KANSAS CITY	64117	2800 ROCKCREEK PKWY, W0162	ATTN: MARC NAUGHTON	US	DE	431196944	CERNER CORP /MO/	19920703	1-LAF	0	1231	8-K	20200229			20200219	2020-02-18 18:00:00.0	1	0	february182020form8-k_htm.xml	1	
0000811532-20-000027	811532	CEDAR FAIR L P	7990	US	OH	SANDUSKY	44870	ONE CEDAR POINT DRIVE		4196260830	US	OH	SANDUSKY	44870	ONE CEDAR POINT DRIVE		US	DE	341560655			1-LAF	0	1231	8-K	20200229			20200219	2020-02-19 08:37:00.0	0	0	q42019earningsrelease_htm.xml	1	
0000811596-20-000005	811596	KAISER ALUMINUM CORP	3350	US	CA	FOOTHILL RANCH	92610-2831	27422 PORTOLA PARKWAY, SUITE 200		949-614-1740	US	CA	FOOTHILL RANCH	92610-2831	27422 PORTOLA PARKWAY, SUITE 200		US	DE	943030279	KAISERTECH LTD	19901122	1-LAF	0	1231	8-K	20200229			20200219	2020-02-19 16:36:00.0	0	0	a2019earningsrelease_htm.xml	1	
0000860413-20-000025	860413	FIRST INTERSTATE BANCSYSTEM INC	6022	US	MT	BILLINGS	59116-0918	P O BOX 30918	401 NO 31ST STREET	4062555300	US	MT	BILLINGS	59116-0918	P O BOX 30918	401 NO 31ST STREET	US	MT	810331430	FIRST INTERSTATE BANCSYSTEM OF MONTANA INC	19930615	1-LAF	0	1231	8-K	20200229			20200219	2020-02-19 16:35:00.0	1	0	fibk-20200219x8k_htm.xml	1	
0000860546-20-000007	860546	CORPORATE OFFICE PROPERTIES TRUST	6798	US	MD	COLUMBIA	21046	6711 COLUMBIA GATEWAY DRIVE	SUITE 300	4432855400	US	MD	COLUMBIA	21046	6711 COLUMBIA GATEWAY DRIVE	SUITE 300	US	MD	232947217	CORPORATE OFFICE PROPERTIES TRUST INC	19980105	1-LAF	1	1231	10-K	20191231	2019	FY	20200219	2020-02-19 17:30:00.0	0	1	copt10kdoc12312019_htm.xml	2	1577966
